,click_predicted,clicked_groundtruth
93514,0.0,0.0
47228,0.0,0.0
92988,0.0,0.0
33846,0.0,0.0
97003,0.0,0.0
70298,0.0,0.0
49491,0.0,0.0
69394,0.0,0.0
77178,0.0,0.0
15474,0.0,0.0
7203,0.0,0.0
9506,0.0,0.0
54494,0.0,0.0
12642,0.0,0.0
90938,0.0,0.0
17623,0.0,0.0
12713,0.0,0.0
84023,0.0,0.0
86287,0.0,0.0
32109,0.0,0.0
74759,0.0,1.0
3503,0.0,0.0
11259,0.0,0.0
74683,0.0,0.0
31966,0.0,0.0
71998,0.0,0.0
78759,0.0,0.0
3518,0.0,0.0
60162,0.0,0.0
39804,0.0,0.0
78834,0.0,0.0
83362,0.0,0.0
38595,0.0,0.0
41539,0.0,0.0
93248,0.0,0.0
19727,0.0,0.0
29444,0.0,0.0
47866,0.0,0.0
72878,0.0,0.0
75975,0.0,0.0
11087,0.0,0.0
25243,0.0,0.0
84063,0.0,0.0
29248,0.0,0.0
30960,0.0,0.0
67302,0.0,0.0
35576,0.0,0.0
4357,0.0,0.0
98909,0.0,0.0
41050,0.0,0.0
27936,0.0,1.0
72648,0.0,0.0
35740,0.0,0.0
6870,0.0,0.0
79765,0.0,0.0
94282,0.0,0.0
28175,0.0,0.0
76366,0.0,0.0
668,0.0,0.0
73574,0.0,0.0
17762,0.0,0.0
94038,0.0,0.0
97674,0.0,0.0
14908,0.0,0.0
80587,0.0,0.0
36229,0.0,0.0
89499,0.0,0.0
55839,0.0,0.0
33147,0.0,0.0
68361,0.0,0.0
90628,0.0,0.0
258,0.0,0.0
28790,0.0,0.0
55929,0.0,0.0
52438,0.0,0.0
19526,0.0,0.0
49367,0.0,0.0
52011,0.0,0.0
83338,0.0,0.0
19154,0.0,0.0
32252,0.0,0.0
11548,0.0,0.0
68904,0.0,0.0
43712,0.0,0.0
20885,0.0,0.0
1202,0.0,0.0
19065,0.0,0.0
74815,0.0,0.0
77733,0.0,0.0
48543,0.0,0.0
2356,0.0,0.0
38358,0.0,0.0
20698,0.0,0.0
18316,0.0,0.0
81745,0.0,0.0
13523,0.0,0.0
87755,0.0,0.0
39778,0.0,0.0
18852,0.0,1.0
46626,0.0,0.0
74020,0.0,0.0
50703,0.0,0.0
57177,0.0,0.0
45566,0.0,0.0
56434,0.0,0.0
62350,0.0,0.0
65213,0.0,0.0
80841,0.0,0.0
30359,0.0,0.0
59969,0.0,0.0
53549,0.0,0.0
40027,0.0,0.0
55964,0.0,0.0
18953,0.0,0.0
18623,0.0,0.0
14654,0.0,0.0
32306,0.0,0.0
71612,0.0,0.0
96206,0.0,0.0
92404,0.0,0.0
58339,0.0,0.0
60344,0.0,0.0
42193,0.0,0.0
83405,0.0,0.0
65251,0.0,0.0
30035,0.0,0.0
34793,0.0,0.0
11229,0.0,0.0
40883,0.0,0.0
27012,0.0,0.0
91785,0.0,0.0
74076,0.0,0.0
10190,0.0,0.0
50466,0.0,0.0
98835,0.0,0.0
1326,0.0,0.0
87649,0.0,0.0
32263,0.0,1.0
78060,0.0,0.0
49126,0.0,0.0
56842,0.0,0.0
12477,0.0,0.0
3336,0.0,0.0
17469,0.0,0.0
93581,0.0,0.0
37493,0.0,0.0
80216,0.0,0.0
53220,0.0,0.0
76357,0.0,0.0
82216,0.0,0.0
17356,0.0,0.0
25603,0.0,0.0
73436,0.0,0.0
97886,0.0,0.0
69246,0.0,0.0
52708,0.0,0.0
7405,0.0,0.0
12981,0.0,0.0
42625,0.0,0.0
75869,0.0,1.0
92385,0.0,0.0
85462,0.0,0.0
18588,0.0,0.0
61897,0.0,0.0
30678,0.0,0.0
37877,0.0,0.0
75458,0.0,0.0
71614,0.0,0.0
74559,0.0,0.0
40895,0.0,0.0
80983,0.0,0.0
32389,0.0,0.0
79047,0.0,0.0
20538,0.0,0.0
71837,0.0,0.0
3070,0.0,0.0
32972,0.0,0.0
29289,0.0,0.0
53034,0.0,0.0
37676,0.0,0.0
43773,0.0,0.0
3547,0.0,0.0
75865,0.0,0.0
76003,0.0,0.0
99868,0.0,0.0
90190,0.0,0.0
86689,0.0,0.0
79401,0.0,0.0
22786,0.0,0.0
9422,0.0,1.0
30213,0.0,0.0
93184,0.0,0.0
55605,0.0,0.0
14626,0.0,0.0
28702,0.0,0.0
32145,0.0,0.0
6715,0.0,0.0
34674,0.0,0.0
20134,0.0,0.0
66996,0.0,0.0
2452,0.0,0.0
33207,0.0,0.0
82933,0.0,0.0
33783,0.0,0.0
15621,0.0,0.0
82030,0.0,0.0
78492,0.0,0.0
33183,0.0,0.0
47000,0.0,1.0
93488,0.0,0.0
69446,0.0,0.0
53068,0.0,0.0
78057,0.0,0.0
54402,0.0,0.0
25587,0.0,0.0
63296,0.0,0.0
66339,0.0,0.0
40691,0.0,0.0
13882,0.0,0.0
12757,0.0,0.0
42789,0.0,0.0
30048,0.0,0.0
73857,0.0,0.0
91529,0.0,0.0
58233,0.0,0.0
5592,0.0,0.0
43948,0.0,0.0
38517,0.0,0.0
6663,0.0,0.0
22609,0.0,0.0
3580,0.0,0.0
25971,0.0,0.0
68007,0.0,0.0
4875,0.0,0.0
30109,0.0,1.0
58818,0.0,0.0
48790,0.0,0.0
93440,0.0,0.0
41359,0.0,0.0
76523,0.0,0.0
44114,0.0,0.0
30449,0.0,0.0
2213,0.0,0.0
34579,0.0,0.0
34126,0.0,0.0
2252,0.0,0.0
79953,0.0,1.0
46241,0.0,0.0
88069,0.0,0.0
91869,0.0,0.0
19637,0.0,0.0
24212,0.0,0.0
40442,0.0,0.0
74968,0.0,0.0
69417,0.0,0.0
32160,0.0,0.0
80508,0.0,0.0
33610,0.0,0.0
96223,0.0,0.0
98530,0.0,0.0
76807,0.0,0.0
99925,0.0,0.0
57014,0.0,0.0
41441,0.0,0.0
6781,0.0,0.0
30805,0.0,0.0
20122,0.0,0.0
5224,0.0,0.0
46963,0.0,0.0
65723,0.0,0.0
6209,0.0,0.0
78341,0.0,0.0
33694,0.0,0.0
33169,0.0,0.0
32319,0.0,0.0
18029,0.0,0.0
27975,0.0,0.0
53912,0.0,0.0
72847,0.0,0.0
46734,0.0,0.0
75314,0.0,0.0
72984,0.0,0.0
33740,0.0,0.0
63429,0.0,0.0
20723,0.0,0.0
10543,0.0,0.0
18712,0.0,0.0
66211,0.0,0.0
33286,0.0,0.0
22085,0.0,0.0
48452,0.0,0.0
22156,0.0,0.0
61703,0.0,0.0
91373,0.0,0.0
21335,0.0,0.0
12595,0.0,0.0
133,0.0,0.0
66055,0.0,0.0
30062,0.0,0.0
58873,0.0,0.0
54438,0.0,0.0
20573,0.0,0.0
76370,0.0,0.0
53848,0.0,0.0
70500,0.0,0.0
83016,0.0,0.0
19731,0.0,0.0
52496,0.0,0.0
55661,0.0,0.0
2753,0.0,1.0
87709,0.0,0.0
34900,0.0,0.0
69975,0.0,0.0
71645,0.0,0.0
61825,0.0,0.0
7454,0.0,0.0
21894,0.0,0.0
85149,0.0,0.0
8637,0.0,0.0
30424,0.0,1.0
43100,0.0,0.0
41700,0.0,0.0
22808,0.0,0.0
94732,0.0,0.0
321,0.0,0.0
75958,0.0,0.0
99148,0.0,0.0
85551,0.0,0.0
9385,0.0,0.0
5163,0.0,0.0
74493,0.0,0.0
92242,0.0,0.0
7532,0.0,0.0
20479,0.0,0.0
67109,0.0,0.0
7654,0.0,0.0
98273,0.0,1.0
3003,0.0,0.0
75589,0.0,0.0
14540,0.0,0.0
38868,0.0,0.0
181,0.0,0.0
27195,0.0,0.0
87837,0.0,1.0
27893,0.0,0.0
46150,0.0,0.0
88597,0.0,0.0
40862,0.0,0.0
31313,0.0,0.0
53729,0.0,0.0
99717,0.0,0.0
27073,0.0,0.0
51829,0.0,0.0
6679,0.0,0.0
25605,0.0,0.0
28782,0.0,0.0
98584,0.0,0.0
81969,0.0,0.0
5053,0.0,0.0
23284,0.0,0.0
1024,0.0,0.0
75677,0.0,0.0
15375,0.0,0.0
18820,0.0,1.0
15695,0.0,0.0
27813,0.0,1.0
80743,0.0,0.0
73776,0.0,0.0
16093,0.0,0.0
94186,0.0,0.0
51375,0.0,0.0
67644,0.0,0.0
70470,0.0,0.0
44033,0.0,0.0
79650,0.0,1.0
74469,0.0,0.0
46071,0.0,0.0
6426,0.0,0.0
95694,0.0,0.0
27826,0.0,0.0
30089,0.0,0.0
85675,0.0,0.0
2365,0.0,0.0
74277,0.0,0.0
48995,0.0,0.0
8173,0.0,0.0
68066,0.0,0.0
6540,0.0,0.0
31846,0.0,0.0
10662,0.0,0.0
65405,0.0,0.0
25518,0.0,0.0
71755,0.0,0.0
74317,0.0,0.0
62166,0.0,0.0
16337,0.0,0.0
13450,0.0,0.0
20721,0.0,0.0
21570,0.0,0.0
45818,0.0,0.0
339,0.0,0.0
77418,0.0,0.0
56548,0.0,0.0
5219,0.0,0.0
62160,0.0,0.0
2640,0.0,0.0
22213,0.0,0.0
71519,0.0,0.0
6038,0.0,0.0
24296,0.0,0.0
76886,0.0,0.0
38518,0.0,0.0
42075,0.0,0.0
62319,0.0,0.0
18962,0.0,0.0
83514,0.0,1.0
58044,0.0,0.0
22930,0.0,0.0
13914,0.0,0.0
34299,0.0,0.0
70854,0.0,0.0
33938,0.0,0.0
52239,0.0,0.0
58790,0.0,0.0
17722,0.0,0.0
6296,0.0,0.0
20751,0.0,0.0
34078,0.0,0.0
15712,0.0,0.0
34607,0.0,0.0
78095,0.0,0.0
5876,0.0,0.0
93915,0.0,0.0
96987,0.0,0.0
24347,0.0,0.0
2617,0.0,0.0
6427,0.0,0.0
42335,0.0,0.0
12407,0.0,0.0
6562,0.0,0.0
39313,0.0,0.0
39875,0.0,0.0
4307,0.0,0.0
94285,0.0,0.0
35403,0.0,0.0
73518,0.0,0.0
9772,0.0,0.0
96941,0.0,0.0
53317,0.0,0.0
17543,0.0,0.0
68375,0.0,0.0
72710,0.0,0.0
83489,0.0,0.0
64055,0.0,0.0
82513,0.0,0.0
5156,0.0,0.0
63685,0.0,0.0
4647,0.0,0.0
91854,0.0,0.0
39790,0.0,0.0
14485,0.0,0.0
15111,0.0,0.0
44269,0.0,0.0
70822,0.0,0.0
31786,0.0,1.0
57246,0.0,0.0
84337,0.0,0.0
7604,0.0,0.0
88594,0.0,0.0
36204,0.0,0.0
89611,0.0,0.0
26828,0.0,0.0
50581,0.0,0.0
15415,0.0,0.0
58683,0.0,0.0
70601,0.0,0.0
777,0.0,0.0
27174,0.0,0.0
53272,0.0,0.0
72380,0.0,0.0
62603,0.0,0.0
95591,0.0,0.0
89306,0.0,0.0
94676,0.0,0.0
8866,0.0,0.0
64264,0.0,0.0
45844,0.0,0.0
11534,0.0,0.0
94032,0.0,0.0
85640,0.0,0.0
71790,0.0,0.0
55558,0.0,0.0
4688,0.0,0.0
30080,0.0,0.0
51385,0.0,0.0
24359,0.0,0.0
29819,0.0,0.0
74487,0.0,0.0
69761,0.0,0.0
92681,0.0,0.0
98448,0.0,0.0
11501,0.0,0.0
95304,0.0,0.0
80594,0.0,0.0
51413,0.0,0.0
98217,0.0,0.0
29182,0.0,0.0
25331,0.0,0.0
31495,0.0,0.0
70941,0.0,0.0
34613,0.0,0.0
79504,0.0,0.0
43451,0.0,0.0
62256,0.0,0.0
44605,0.0,0.0
79452,0.0,0.0
2581,0.0,0.0
99665,0.0,0.0
80210,0.0,0.0
15459,0.0,0.0
80602,0.0,0.0
29455,0.0,0.0
58766,0.0,0.0
90498,0.0,0.0
94915,0.0,0.0
95712,0.0,0.0
83978,0.0,0.0
84100,0.0,0.0
20410,0.0,0.0
3530,0.0,0.0
41119,0.0,0.0
5413,0.0,0.0
28088,0.0,0.0
61221,0.0,0.0
96443,0.0,0.0
95577,0.0,0.0
4877,0.0,0.0
39680,0.0,0.0
11252,0.0,0.0
82792,0.0,0.0
54969,0.0,0.0
6547,0.0,0.0
66382,0.0,0.0
21617,0.0,0.0
99308,0.0,0.0
40365,0.0,0.0
75137,0.0,0.0
629,0.0,0.0
33429,0.0,0.0
1500,0.0,0.0
71440,0.0,0.0
8763,0.0,0.0
41378,0.0,0.0
99238,0.0,0.0
97809,0.0,0.0
69436,0.0,0.0
62902,0.0,0.0
11627,0.0,0.0
24310,0.0,0.0
11516,0.0,0.0
67107,0.0,0.0
10887,0.0,0.0
87817,0.0,0.0
91076,0.0,0.0
99116,0.0,0.0
22002,0.0,0.0
8352,0.0,0.0
15098,0.0,0.0
6295,0.0,0.0
64844,0.0,0.0
34369,0.0,0.0
90183,0.0,0.0
72610,0.0,0.0
84660,0.0,0.0
73081,0.0,0.0
24253,0.0,0.0
17883,0.0,0.0
32194,0.0,0.0
42785,0.0,0.0
40223,1.0,0.0
59886,0.0,0.0
2738,0.0,0.0
26818,0.0,0.0
93905,1.0,0.0
72029,0.0,0.0
26252,0.0,0.0
84230,0.0,0.0
22602,0.0,0.0
29036,0.0,0.0
75810,0.0,0.0
43630,0.0,0.0
21683,0.0,0.0
33336,0.0,0.0
57474,0.0,0.0
68344,0.0,0.0
37242,0.0,0.0
11893,0.0,0.0
80765,0.0,0.0
89503,0.0,0.0
27944,0.0,0.0
26629,0.0,0.0
81622,0.0,0.0
64616,0.0,0.0
72917,0.0,0.0
80014,0.0,0.0
92184,0.0,0.0
86184,0.0,0.0
71424,0.0,0.0
25161,0.0,0.0
8235,0.0,0.0
13091,0.0,0.0
4780,0.0,0.0
81226,0.0,0.0
4599,0.0,0.0
9460,0.0,0.0
11888,0.0,0.0
82793,0.0,0.0
6876,0.0,0.0
89476,0.0,0.0
88878,0.0,0.0
94392,0.0,0.0
22802,0.0,0.0
66398,0.0,0.0
25593,0.0,0.0
93414,0.0,0.0
73635,0.0,0.0
39586,0.0,0.0
46540,0.0,0.0
83151,0.0,0.0
24132,0.0,0.0
93014,0.0,0.0
31843,0.0,0.0
38108,0.0,0.0
25097,0.0,0.0
16203,0.0,0.0
5884,0.0,0.0
99733,0.0,0.0
69474,0.0,0.0
14765,0.0,0.0
12555,0.0,0.0
7702,0.0,0.0
21134,0.0,0.0
59282,0.0,0.0
73341,0.0,0.0
28359,0.0,0.0
5572,0.0,0.0
31747,0.0,0.0
59288,0.0,0.0
4162,0.0,0.0
56568,0.0,0.0
55778,0.0,0.0
24843,0.0,0.0
91458,0.0,0.0
17737,0.0,0.0
47752,0.0,0.0
60077,0.0,0.0
30347,0.0,0.0
80437,0.0,0.0
17506,0.0,0.0
77902,0.0,0.0
18335,0.0,0.0
13395,0.0,0.0
25896,0.0,0.0
2471,0.0,0.0
37658,0.0,0.0
19872,0.0,0.0
68029,0.0,0.0
93884,0.0,0.0
11624,0.0,0.0
62429,0.0,0.0
7468,0.0,0.0
83068,0.0,0.0
6809,0.0,1.0
12291,0.0,0.0
20448,0.0,0.0
19017,0.0,0.0
60301,0.0,0.0
75008,0.0,0.0
94935,0.0,0.0
99580,0.0,0.0
74834,0.0,0.0
33490,0.0,0.0
80065,0.0,0.0
99302,0.0,0.0
88426,0.0,0.0
97730,0.0,0.0
52814,0.0,0.0
76954,0.0,0.0
22812,0.0,0.0
11569,0.0,0.0
51590,0.0,0.0
35538,0.0,0.0
25124,0.0,0.0
18165,0.0,0.0
5128,0.0,0.0
64263,0.0,0.0
55373,0.0,0.0
33681,0.0,0.0
90867,0.0,0.0
72077,0.0,0.0
30831,0.0,0.0
57173,0.0,0.0
73089,0.0,0.0
13667,0.0,0.0
23557,0.0,0.0
39488,0.0,0.0
96510,0.0,0.0
97353,0.0,0.0
593,0.0,0.0
58328,0.0,0.0
25942,0.0,0.0
76572,0.0,0.0
9453,0.0,1.0
16990,0.0,0.0
44356,0.0,0.0
77715,0.0,0.0
32788,0.0,0.0
15492,0.0,0.0
84585,0.0,0.0
72714,0.0,0.0
63167,0.0,0.0
69310,0.0,0.0
24727,0.0,0.0
90266,0.0,0.0
58298,0.0,0.0
96268,0.0,0.0
6735,0.0,0.0
77487,0.0,0.0
44854,0.0,0.0
87540,0.0,0.0
93290,0.0,0.0
50142,0.0,0.0
42882,0.0,0.0
92368,0.0,0.0
46302,0.0,0.0
78666,0.0,0.0
39085,0.0,0.0
43961,0.0,0.0
76363,0.0,0.0
90481,0.0,0.0
89101,0.0,0.0
28988,0.0,0.0
73780,0.0,0.0
76662,0.0,0.0
45238,0.0,0.0
14320,0.0,0.0
2655,0.0,0.0
19514,0.0,0.0
43536,0.0,0.0
67636,0.0,0.0
55626,0.0,0.0
77043,0.0,0.0
43795,0.0,0.0
51406,0.0,0.0
89277,0.0,0.0
41771,0.0,0.0
17232,0.0,0.0
24678,0.0,0.0
38016,0.0,0.0
41106,0.0,0.0
83894,0.0,0.0
90298,0.0,0.0
84122,0.0,0.0
98827,0.0,0.0
79456,0.0,0.0
46524,0.0,0.0
38735,0.0,0.0
62637,0.0,0.0
34769,0.0,0.0
68564,0.0,0.0
86331,0.0,0.0
88638,0.0,0.0
93408,0.0,0.0
65256,0.0,0.0
30685,0.0,0.0
81526,0.0,0.0
26971,0.0,0.0
29147,0.0,0.0
28492,0.0,0.0
48966,0.0,0.0
34313,0.0,0.0
15613,0.0,0.0
45772,0.0,0.0
23250,0.0,0.0
46621,0.0,0.0
47361,0.0,0.0
35979,0.0,0.0
17217,0.0,0.0
17336,0.0,0.0
21940,0.0,0.0
35870,0.0,0.0
14448,0.0,0.0
87718,0.0,0.0
54755,0.0,0.0
14403,0.0,0.0
57992,0.0,0.0
43448,0.0,0.0
10316,0.0,0.0
97553,0.0,0.0
85263,0.0,0.0
98473,0.0,0.0
40092,0.0,0.0
29532,0.0,0.0
93111,0.0,0.0
61079,0.0,0.0
16097,0.0,0.0
24128,0.0,0.0
73047,0.0,0.0
70779,0.0,0.0
31336,0.0,0.0
46609,0.0,0.0
37770,0.0,0.0
953,0.0,0.0
85332,0.0,0.0
17718,0.0,0.0
18839,0.0,0.0
9959,0.0,0.0
51096,0.0,0.0
35650,0.0,0.0
50523,0.0,0.0
25870,0.0,0.0
1613,0.0,0.0
31840,0.0,0.0
36708,0.0,0.0
5973,0.0,0.0
52679,0.0,0.0
71736,0.0,0.0
26172,0.0,0.0
44325,0.0,0.0
90918,0.0,0.0
18906,0.0,0.0
22006,0.0,0.0
71988,0.0,0.0
8423,0.0,0.0
94819,0.0,0.0
2766,0.0,0.0
67693,0.0,0.0
12161,0.0,0.0
86533,0.0,0.0
95546,0.0,0.0
28889,0.0,0.0
43738,0.0,0.0
94086,0.0,0.0
22543,0.0,0.0
89727,0.0,1.0
81652,0.0,0.0
6914,0.0,0.0
56796,0.0,0.0
86808,0.0,0.0
8670,0.0,0.0
78460,0.0,0.0
18717,0.0,0.0
3868,0.0,0.0
86256,0.0,0.0
3445,0.0,0.0
71305,0.0,0.0
32126,0.0,0.0
20794,0.0,0.0
5996,0.0,0.0
96655,0.0,0.0
10940,0.0,0.0
7358,0.0,0.0
43057,0.0,0.0
98489,0.0,0.0
60464,0.0,0.0
47542,0.0,0.0
81412,0.0,0.0
40750,0.0,0.0
39187,0.0,0.0
80492,0.0,0.0
59174,0.0,0.0
76978,0.0,0.0
68790,0.0,0.0
12816,0.0,0.0
89586,0.0,0.0
17516,0.0,0.0
69900,0.0,0.0
41147,0.0,0.0
196,0.0,0.0
3043,0.0,0.0
84929,0.0,0.0
12700,0.0,0.0
84132,0.0,0.0
93944,0.0,0.0
57091,0.0,0.0
71717,0.0,0.0
36519,0.0,0.0
91463,0.0,0.0
58744,0.0,0.0
12472,0.0,0.0
99232,0.0,0.0
60873,0.0,0.0
90766,0.0,0.0
16961,0.0,0.0
74838,0.0,0.0
17811,0.0,0.0
42648,0.0,0.0
53286,0.0,0.0
11539,0.0,0.0
2344,0.0,0.0
36685,0.0,0.0
68208,0.0,0.0
5437,0.0,0.0
20086,0.0,0.0
14680,0.0,0.0
15170,0.0,0.0
84425,0.0,0.0
47550,0.0,0.0
71044,0.0,0.0
23883,0.0,0.0
12598,0.0,0.0
86002,0.0,0.0
23090,0.0,0.0
19402,0.0,0.0
54635,0.0,0.0
71237,0.0,0.0
93393,0.0,0.0
15124,0.0,0.0
14466,0.0,0.0
36824,0.0,0.0
25115,0.0,0.0
50016,0.0,0.0
80363,0.0,0.0
62757,0.0,0.0
53820,0.0,0.0
61165,0.0,0.0
53804,0.0,0.0
61386,0.0,0.0
78414,0.0,0.0
84094,0.0,0.0
14863,0.0,1.0
37588,0.0,0.0
1105,0.0,0.0
90495,0.0,0.0
61370,0.0,0.0
8236,0.0,0.0
82680,0.0,0.0
34608,0.0,0.0
72034,0.0,0.0
86301,0.0,0.0
58765,0.0,0.0
81697,0.0,0.0
29010,0.0,0.0
15609,0.0,0.0
18398,0.0,0.0
87454,0.0,0.0
65906,0.0,0.0
84781,0.0,0.0
51903,0.0,0.0
6007,0.0,0.0
73311,0.0,0.0
40110,0.0,0.0
28500,0.0,0.0
48244,0.0,0.0
68263,0.0,0.0
52102,0.0,0.0
60779,0.0,0.0
44827,0.0,0.0
86870,0.0,0.0
60201,0.0,0.0
74937,0.0,0.0
63492,0.0,0.0
3482,0.0,0.0
32582,0.0,0.0
19636,0.0,0.0
69991,0.0,0.0
52425,0.0,1.0
24224,0.0,0.0
22678,0.0,0.0
41192,0.0,0.0
95911,0.0,0.0
1717,0.0,0.0
88592,0.0,0.0
56278,0.0,0.0
97811,0.0,0.0
33066,0.0,0.0
13572,0.0,0.0
57219,0.0,0.0
18944,0.0,0.0
6320,0.0,0.0
68336,0.0,0.0
42271,0.0,0.0
10253,0.0,0.0
48991,0.0,0.0
74480,0.0,0.0
19480,0.0,0.0
75390,0.0,0.0
29503,0.0,0.0
98375,0.0,0.0
12191,0.0,0.0
4844,0.0,0.0
53297,0.0,0.0
61043,0.0,0.0
27708,0.0,0.0
15219,0.0,0.0
54582,0.0,0.0
78235,0.0,0.0
32624,0.0,0.0
25891,0.0,0.0
56671,0.0,0.0
96952,0.0,0.0
28178,0.0,0.0
67605,0.0,0.0
49094,0.0,0.0
35957,0.0,0.0
57603,0.0,0.0
78776,0.0,0.0
99317,0.0,0.0
62880,0.0,0.0
70805,0.0,0.0
66228,0.0,0.0
45224,0.0,0.0
51964,0.0,0.0
49624,0.0,0.0
59522,0.0,0.0
50506,0.0,0.0
26414,0.0,0.0
53218,0.0,0.0
60130,0.0,0.0
362,0.0,0.0
95285,0.0,0.0
82656,0.0,0.0
57969,0.0,0.0
22365,0.0,0.0
30753,0.0,0.0
26278,0.0,0.0
44165,0.0,0.0
60016,0.0,0.0
17200,0.0,0.0
68496,0.0,0.0
35190,0.0,0.0
76297,0.0,0.0
23028,0.0,0.0
1423,0.0,0.0
96220,0.0,0.0
45149,0.0,0.0
34292,0.0,0.0
69647,0.0,0.0
83347,0.0,0.0
32924,0.0,0.0
24759,0.0,0.0
43214,0.0,0.0
27126,0.0,0.0
28158,0.0,0.0
32130,0.0,0.0
43903,0.0,0.0
22252,0.0,0.0
51791,0.0,0.0
13871,0.0,0.0
7432,0.0,0.0
49608,0.0,0.0
73694,0.0,0.0
17678,0.0,0.0
72582,0.0,0.0
39711,0.0,1.0
34975,0.0,0.0
39285,0.0,0.0
1986,0.0,0.0
988,0.0,0.0
65556,0.0,0.0
16792,0.0,0.0
61668,0.0,0.0
33728,0.0,0.0
3384,0.0,0.0
58710,0.0,0.0
367,0.0,0.0
7187,0.0,0.0
73401,0.0,0.0
24214,0.0,0.0
15632,0.0,0.0
18630,0.0,0.0
73749,0.0,0.0
28556,0.0,0.0
43382,0.0,0.0
18073,0.0,0.0
75311,0.0,0.0
69625,0.0,0.0
63606,0.0,0.0
82786,0.0,0.0
41932,0.0,0.0
47127,0.0,0.0
85103,0.0,0.0
8162,0.0,0.0
28730,0.0,0.0
24088,0.0,0.0
45172,0.0,0.0
57844,0.0,0.0
84504,0.0,0.0
47958,0.0,0.0
96594,0.0,0.0
51668,0.0,0.0
48713,0.0,0.0
27964,0.0,0.0
30725,0.0,0.0
18507,0.0,0.0
81939,0.0,0.0
4271,0.0,0.0
9205,0.0,0.0
79956,0.0,0.0
80906,0.0,0.0
13132,0.0,0.0
42685,0.0,0.0
10937,0.0,0.0
39788,0.0,0.0
16861,0.0,0.0
87593,0.0,0.0
79414,0.0,0.0
55662,0.0,0.0
16941,0.0,0.0
88457,0.0,0.0
65926,0.0,0.0
57455,0.0,0.0
35929,0.0,0.0
71010,0.0,0.0
82131,0.0,0.0
81073,0.0,0.0
66825,0.0,0.0
13918,0.0,0.0
48141,0.0,0.0
96173,0.0,0.0
57423,0.0,0.0
32244,0.0,0.0
92262,0.0,0.0
78877,0.0,1.0
91563,0.0,0.0
99254,0.0,0.0
49396,0.0,0.0
96283,0.0,0.0
59930,0.0,0.0
31774,0.0,1.0
93102,0.0,0.0
55016,0.0,0.0
25966,0.0,0.0
81091,0.0,0.0
36702,0.0,0.0
88317,0.0,0.0
415,0.0,0.0
63006,0.0,0.0
97231,0.0,0.0
31778,0.0,0.0
11816,0.0,0.0
2030,0.0,0.0
49089,0.0,0.0
60621,0.0,0.0
77634,0.0,0.0
23870,0.0,1.0
12385,0.0,0.0
92212,0.0,0.0
85061,0.0,0.0
31043,0.0,0.0
98845,0.0,0.0
49536,0.0,0.0
20279,0.0,0.0
6614,0.0,0.0
7279,0.0,0.0
10168,0.0,0.0
83309,0.0,0.0
91278,0.0,0.0
6174,0.0,0.0
81986,0.0,0.0
18967,0.0,0.0
51919,0.0,0.0
13416,0.0,0.0
39002,0.0,0.0
95148,0.0,0.0
25193,0.0,0.0
45267,0.0,0.0
26925,0.0,0.0
13770,0.0,0.0
39258,0.0,0.0
54058,0.0,0.0
17584,0.0,0.0
24981,0.0,0.0
99672,0.0,0.0
81445,0.0,0.0
15463,0.0,0.0
28565,0.0,0.0
68991,0.0,0.0
62527,0.0,0.0
92968,0.0,0.0
17399,0.0,0.0
19442,0.0,0.0
60688,0.0,0.0
24551,0.0,0.0
93907,0.0,0.0
48387,0.0,0.0
14260,0.0,0.0
8390,0.0,0.0
17423,0.0,1.0
6439,0.0,0.0
24491,0.0,0.0
78109,0.0,0.0
67978,0.0,0.0
75455,0.0,0.0
7686,0.0,0.0
30152,0.0,0.0
11388,0.0,0.0
59201,0.0,0.0
13145,0.0,0.0
24293,0.0,0.0
92785,0.0,0.0
60196,0.0,0.0
30067,0.0,0.0
47317,0.0,0.0
51881,0.0,0.0
41418,0.0,0.0
54794,0.0,0.0
4236,0.0,0.0
33377,0.0,1.0
87408,0.0,0.0
94293,0.0,0.0
19135,0.0,0.0
61575,0.0,0.0
2040,0.0,0.0
79034,0.0,0.0
49787,0.0,0.0
38791,0.0,0.0
46663,0.0,0.0
88289,0.0,0.0
21765,0.0,0.0
30343,0.0,0.0
8169,0.0,0.0
281,0.0,0.0
76721,0.0,0.0
87953,0.0,0.0
91438,0.0,0.0
97443,0.0,0.0
6945,0.0,0.0
64465,0.0,0.0
94651,0.0,0.0
31602,0.0,0.0
22109,0.0,0.0
7007,0.0,0.0
84537,0.0,0.0
88777,0.0,0.0
1220,0.0,0.0
91784,0.0,0.0
59574,0.0,0.0
40978,0.0,0.0
64417,0.0,0.0
49568,0.0,0.0
68737,0.0,0.0
9153,0.0,0.0
94926,0.0,0.0
33338,0.0,0.0
55811,0.0,0.0
4150,0.0,0.0
71355,0.0,0.0
84697,0.0,0.0
49677,0.0,0.0
83372,0.0,0.0
95447,0.0,0.0
67306,0.0,0.0
73566,0.0,0.0
92956,0.0,0.0
69327,0.0,0.0
62999,0.0,0.0
61270,1.0,1.0
52906,0.0,0.0
29479,0.0,0.0
49047,0.0,1.0
56589,0.0,0.0
27475,0.0,0.0
19274,0.0,0.0
74863,0.0,0.0
72579,0.0,0.0
29652,0.0,0.0
32361,0.0,0.0
80057,0.0,0.0
66329,0.0,0.0
18762,0.0,0.0
73303,0.0,0.0
